chr	start	end	compartment	satellite	gene	Rloop_pos	RAD51_pos	RPA1A_pos	gH2AX_pos
Chr2	4638000	4639000	rDNA	0	0	0	0	1	1
Chr2	4639000	4640000	rDNA	0	0	0	0	0	0
Chr2	4640000	4641000	rDNA	0	0	0	0	0	0
Chr2	4643000	4644000	rDNA	0	0	0	0	0	0
Chr2	4644000	4645000	rDNA	0	0	0	0	0	0
Chr2	4645000	4646000	rDNA	0	0	1	0	0	1
Chr2	4648000	4649000	rDNA	0	0	0	1	1	0
Chr2	4649000	4650000	rDNA	0	0	0	0	0	0
Chr2	4650000	4651000	rDNA	0	0	0	0	0	1
Chr2	4651000	4652000	rDNA	0	0	1	0	0	0
Chr2	4652000	4653000	rDNA	0	0	1	1	0	0
Chr2	4653000	4654000	rDNA	0	0	0	1	1	0
Chr2	4654000	4655000	rDNA	0	0	0	1	1	0
Chr2	4656000	4657000	rDNA	0	0	0	1	1	0
Chr2	4658000	4659000	rDNA	0	0	0	1	1	0
Chr2	4659000	4660000	rDNA	0	0	0	0	0	0
Chr2	4660000	4661000	rDNA	0	0	0	0	0	0
Chr2	4661000	4662000	rDNA	0	0	0	0	0	0
Chr2	4664000	4665000	rDNA	0	0	0	1	1	0
Chr2	4665000	4666000	rDNA	0	0	0	0	0	0
Chr2	4666000	4667000	rDNA	0	0	0	0	0	0
Chr2	4668000	4669000	rDNA	0	0	0	0	0	0
Chr2	4669000	4670000	rDNA	0	0	0	0	0	0
Chr2	4670000	4671000	rDNA	0	0	0	0	0	0
Chr2	4671000	4672000	rDNA	0	0	0	0	0	0
Chr2	4672000	4673000	rDNA	0	0	0	0	0	0
Chr2	4674000	4675000	rDNA	0	0	0	0	1	0
Chr2	4675000	4676000	rDNA	0	0	0	1	1	0
Chr2	4677000	4678000	rDNA	0	0	1	0	0	0
Chr2	4679000	4680000	rDNA	0	0	0	0	0	1
Chr2	4680000	4681000	rDNA	0	0	0	1	1	0
Chr2	4681000	4682000	rDNA	0	0	0	1	1	0
Chr2	4682000	4683000	rDNA	0	0	0	0	0	0
Chr2	4683000	4684000	rDNA	0	0	1	0	0	0
Chr2	4685000	4686000	rDNA	0	0	0	1	1	0
Chr2	4686000	4687000	rDNA	0	0	0	0	0	0
Chr2	4689000	4690000	rDNA	0	0	1	0	0	0
Chr2	4690000	4691000	rDNA	0	0	0	0	0	0
Chr2	4691000	4692000	rDNA	0	0	0	1	0	0
Chr2	4693000	4694000	rDNA	0	0	0	0	0	1
Chr2	4696000	4697000	rDNA	0	0	1	0	0	0
Chr2	4697000	4698000	rDNA	0	0	0	1	1	0
Chr2	4698000	4699000	rDNA	0	0	0	0	0	0
Chr2	4699000	4700000	rDNA	0	0	1	0	0	0
Chr2	4700000	4701000	rDNA	0	0	1	1	0	0
Chr2	4701000	4702000	rDNA	0	0	0	1	0	0
Chr2	4702000	4703000	rDNA	0	0	0	0	1	0
Chr2	4704000	4705000	rDNA	0	0	0	0	0	0
Chr2	4705000	4706000	rDNA	0	0	0	0	0	0
Chr2	4707000	4708000	rDNA	0	0	0	1	1	0
Chr2	4708000	4709000	rDNA	0	0	0	0	0	0
Chr2	4709000	4710000	rDNA	0	0	1	0	0	0
Chr2	4710000	4711000	rDNA	0	0	1	0	0	1
Chr2	4711000	4712000	rDNA	0	0	0	0	0	1
Chr2	4712000	4713000	rDNA	0	0	0	0	0	0
Chr2	4713000	4714000	rDNA	0	0	0	0	0	1
Chr2	4714000	4715000	rDNA	0	0	0	0	0	0
Chr2	4715000	4716000	rDNA	0	0	0	0	0	1
Chr2	4718000	4719000	rDNA	0	0	0	1	1	0
Chr2	4719000	4720000	rDNA	0	0	0	0	0	0
Chr2	4720000	4721000	rDNA	0	0	1	0	0	0
Chr2	4725000	4726000	rDNA	0	0	0	0	0	0
Chr2	4726000	4727000	rDNA	0	0	0	0	0	1
Chr2	4728000	4729000	rDNA	0	0	0	0	0	0
Chr2	4729000	4730000	rDNA	0	0	0	1	1	0
Chr2	4733000	4734000	rDNA	0	0	0	0	1	0
Chr2	4734000	4735000	rDNA	0	0	0	0	1	0
Chr2	4735000	4736000	rDNA	0	0	0	0	0	0
Chr2	4736000	4737000	rDNA	0	0	0	0	0	0
Chr2	4740000	4741000	rDNA	0	0	0	0	0	0
Chr2	4747000	4748000	rDNA	0	0	0	0	0	1
Chr2	4748000	4749000	rDNA	0	0	0	0	0	0
Chr2	4750000	4751000	rDNA	0	0	0	1	0	1
Chr2	4751000	4752000	rDNA	0	0	0	0	0	0
Chr2	4754000	4755000	rDNA	0	0	1	1	1	1
Chr2	4755000	4756000	rDNA	0	0	0	0	1	0
Chr2	4756000	4757000	rDNA	0	0	0	0	0	1
Chr2	4758000	4759000	rDNA	0	0	0	1	1	1
Chr2	4761000	4762000	rDNA	0	0	0	1	1	1
Chr2	4763000	4764000	rDNA	0	0	0	0	0	0
Chr2	4768000	4769000	rDNA	0	0	0	0	0	0
Chr2	4769000	4770000	rDNA	0	0	0	0	1	0
Chr2	4771000	4772000	rDNA	0	0	0	0	0	1
Chr2	4772000	4773000	rDNA	0	0	0	1	1	0
Chr2	4774000	4775000	rDNA	0	0	0	0	0	0
Chr2	4775000	4776000	rDNA	0	0	1	0	0	0
Chr2	4776000	4777000	rDNA	0	0	0	0	0	0
Chr2	4777000	4778000	rDNA	0	0	0	1	0	0
Chr2	4779000	4780000	rDNA	0	0	0	0	0	1
Chr2	4781000	4782000	rDNA	0	0	0	0	0	0
Chr2	4782000	4783000	rDNA	0	0	0	1	0	1
Chr2	4784000	4785000	rDNA	0	0	1	0	0	1
Chr2	4785000	4786000	rDNA	0	0	1	0	0	0
Chr2	4786000	4787000	rDNA	0	0	0	1	0	0
Chr2	4789000	4790000	rDNA	0	0	0	0	0	0
Chr2	4791000	4792000	rDNA	0	0	0	1	1	0
Chr2	4792000	4793000	rDNA	0	0	0	0	0	0
Chr2	4795000	4796000	rDNA	0	0	0	1	0	0
Chr2	4796000	4797000	rDNA	0	0	0	1	0	0
Chr2	4797000	4798000	rDNA	0	0	0	1	0	1
Chr2	4798000	4799000	rDNA	0	0	0	0	0	0
Chr2	4799000	4800000	rDNA	0	0	0	0	0	0
Chr2	4801000	4802000	rDNA	0	0	0	0	0	0
Chr2	4802000	4803000	rDNA	0	0	0	0	0	0
Chr2	4803000	4804000	rDNA	0	0	1	1	1	0
Chr2	4804000	4805000	rDNA	0	0	1	0	1	0
Chr2	4805000	4806000	rDNA	0	0	1	0	1	1
Chr2	4806000	4807000	rDNA	0	0	0	0	0	1
Chr2	4807000	4808000	rDNA	0	0	0	0	1	0
Chr2	4809000	4810000	rDNA	0	0	0	0	0	0
Chr2	4812000	4813000	rDNA	0	0	0	1	1	0
Chr2	4813000	4814000	rDNA	0	0	0	1	1	0
Chr2	4814000	4815000	rDNA	0	0	1	0	0	0
Chr2	4816000	4817000	rDNA	0	0	1	0	0	0
Chr2	4817000	4818000	rDNA	0	0	0	0	1	0
Chr2	4818000	4819000	rDNA	0	0	0	1	1	1
Chr2	4819000	4820000	rDNA	0	0	0	0	0	0
Chr2	4820000	4821000	rDNA	0	0	0	0	0	0
Chr2	4821000	4822000	rDNA	0	0	0	0	0	0
Chr2	4822000	4823000	rDNA	0	0	0	0	0	0
Chr2	4823000	4824000	rDNA	0	0	0	0	0	1
Chr2	4824000	4825000	rDNA	0	0	0	1	0	0
Chr2	4825000	4826000	rDNA	0	0	1	0	0	0
Chr2	4826000	4827000	rDNA	0	0	0	0	0	0
Chr2	4827000	4828000	rDNA	0	0	0	0	0	0
Chr2	4829000	4830000	rDNA	0	0	0	0	0	0
Chr2	4832000	4833000	rDNA	0	0	0	0	0	0
Chr2	4833000	4834000	rDNA	0	0	0	0	0	0
Chr2	4834000	4835000	rDNA	0	0	1	1	0	0
Chr2	4836000	4837000	rDNA	0	0	0	1	1	1
Chr2	4837000	4838000	rDNA	0	0	0	0	0	0
Chr2	4839000	4840000	rDNA	0	0	0	1	0	0
Chr2	4840000	4841000	rDNA	0	0	0	0	1	0
Chr2	4842000	4843000	rDNA	0	0	0	0	0	0
Chr2	4843000	4844000	rDNA	0	0	0	0	0	0
Chr2	4845000	4846000	rDNA	0	0	1	1	1	0
Chr2	4849000	4850000	rDNA	0	0	0	0	0	0
Chr2	4850000	4851000	rDNA	0	0	0	0	0	0
Chr2	4853000	4854000	rDNA	0	0	1	1	1	0
Chr2	4854000	4855000	rDNA	0	0	0	0	0	0
Chr2	4855000	4856000	rDNA	0	0	1	1	0	0
Chr2	4856000	4857000	rDNA	0	0	1	0	1	0
Chr2	4857000	4858000	rDNA	0	0	1	0	0	0
Chr2	4858000	4859000	rDNA	0	0	0	0	1	1
Chr2	4859000	4860000	rDNA	0	0	0	0	0	0
Chr2	4861000	4862000	rDNA	0	0	0	0	1	1
Chr2	4864000	4865000	rDNA	0	0	0	1	0	0
Chr2	4865000	4866000	rDNA	0	0	0	0	0	0
Chr2	4866000	4867000	rDNA	0	0	0	0	0	0
Chr2	4867000	4868000	rDNA	0	0	1	1	1	1
Chr2	4868000	4869000	rDNA	0	0	1	0	0	0
Chr2	4869000	4870000	rDNA	0	0	0	0	1	0
Chr2	4870000	4871000	rDNA	0	0	0	0	0	0
Chr2	4872000	4873000	rDNA	0	0	0	0	0	0
Chr2	4873000	4874000	rDNA	0	0	0	0	0	0
Chr2	4874000	4875000	rDNA	0	0	0	1	1	0
Chr2	4878000	4879000	rDNA	0	0	0	1	1	0
Chr2	4879000	4880000	rDNA	0	0	0	1	1	0
Chr2	4881000	4882000	rDNA	0	0	0	0	0	0
Chr2	4882000	4883000	rDNA	0	0	0	0	0	1
Chr2	4884000	4885000	rDNA	0	0	0	1	1	0
Chr2	4885000	4886000	rDNA	0	0	0	0	0	0
Chr2	4886000	4887000	rDNA	0	0	1	0	0	0
Chr2	4887000	4888000	rDNA	0	0	1	0	0	0
Chr2	4889000	4890000	rDNA	0	0	0	0	0	0
Chr2	4890000	4891000	rDNA	0	0	0	0	0	0
Chr2	4891000	4892000	rDNA	0	0	0	0	0	0
Chr2	4892000	4893000	rDNA	0	0	0	0	0	0
Chr2	4894000	4895000	rDNA	0	0	0	0	0	0
Chr2	4895000	4896000	rDNA	0	0	0	1	1	0
Chr2	4898000	4899000	rDNA	0	0	1	1	1	0
Chr2	4899000	4900000	rDNA	0	0	0	0	1	0
Chr2	4900000	4901000	rDNA	0	0	0	1	1	0
Chr2	4901000	4902000	rDNA	0	0	0	0	0	0
Chr2	4902000	4903000	rDNA	0	0	0	0	0	0
Chr2	4903000	4904000	rDNA	0	0	0	0	0	1
Chr2	4905000	4906000	rDNA	0	0	0	0	0	0
Chr2	4906000	4907000	rDNA	0	0	0	1	1	0
Chr2	4907000	4908000	rDNA	0	0	0	1	0	0
Chr2	4908000	4909000	rDNA	0	0	0	0	0	0
Chr2	4910000	4911000	rDNA	0	0	0	1	1	0
Chr2	4911000	4912000	rDNA	0	0	0	0	0	0
Chr2	4912000	4913000	rDNA	0	0	0	0	0	0
Chr2	4913000	4914000	rDNA	0	0	0	0	0	0
Chr2	4915000	4916000	rDNA	0	0	0	0	0	0
Chr2	4916000	4917000	rDNA	0	0	0	0	0	0
Chr2	4918000	4919000	rDNA	0	0	0	1	0	0
Chr2	4922000	4923000	rDNA	0	0	0	0	0	1
Chr2	4923000	4924000	rDNA	0	0	0	1	0	0
Chr2	4924000	4925000	rDNA	0	0	1	0	0	0
Chr2	4926000	4927000	rDNA	0	0	0	0	0	0
Chr2	4927000	4928000	rDNA	0	0	0	0	0	0
Chr2	4928000	4929000	rDNA	0	0	0	0	0	0
Chr2	4932000	4933000	rDNA	0	0	0	1	0	1
Chr2	4933000	4934000	rDNA	0	0	0	0	0	1
Chr2	4934000	4935000	rDNA	0	0	1	0	0	0
Chr2	4935000	4936000	rDNA	0	0	0	0	0	0
Chr2	4936000	4937000	rDNA	0	0	0	0	0	0
Chr2	4940000	4941000	rDNA	0	0	0	0	1	0
Chr2	4941000	4942000	rDNA	0	0	0	0	0	0
Chr2	4943000	4944000	rDNA	0	0	0	0	0	1
Chr2	4945000	4946000	rDNA	0	0	1	0	0	1
Chr2	4947000	4948000	rDNA	0	0	1	0	0	0
Chr2	4949000	4950000	rDNA	0	0	0	1	1	0
Chr2	4951000	4952000	rDNA	0	0	0	1	0	1
Chr2	4954000	4955000	rDNA	0	0	0	0	0	1
Chr2	4957000	4958000	rDNA	0	0	1	0	0	0
Chr2	4960000	4961000	rDNA	0	0	1	0	0	0
Chr2	4964000	4965000	rDNA	0	0	0	0	0	1
Chr2	4965000	4966000	rDNA	0	0	0	0	0	1
Chr2	4967000	4968000	rDNA	0	0	1	0	0	1
Chr2	4968000	4969000	rDNA	0	0	1	0	0	0
Chr2	4969000	4970000	rDNA	0	0	1	0	0	0
Chr2	4970000	4971000	rDNA	0	0	1	0	0	1
Chr2	4972000	4973000	rDNA	0	0	0	0	0	0
Chr2	4973000	4974000	rDNA	0	0	0	1	1	1
Chr2	4975000	4976000	rDNA	0	0	1	0	1	1
Chr2	4977000	4978000	rDNA	0	0	1	0	0	0
Chr2	4978000	4979000	rDNA	0	0	0	0	0	0
Chr2	4979000	4980000	rDNA	0	0	1	1	0	0
Chr2	4980000	4981000	rDNA	0	0	0	1	0	0
Chr2	4981000	4982000	rDNA	0	0	1	0	0	0
Chr2	4982000	4983000	rDNA	0	0	0	0	1	0
Chr2	4983000	4984000	rDNA	0	0	0	1	1	1
Chr2	4985000	4986000	rDNA	0	0	0	0	1	0
Chr2	4987000	4988000	rDNA	0	0	1	0	0	0
Chr2	4988000	4989000	rDNA	0	0	0	1	1	1
Chr2	4989000	4990000	rDNA	0	0	1	0	0	0
Chr2	4991000	4992000	rDNA	0	0	1	0	0	0
Chr2	4993000	4994000	rDNA	0	0	0	0	0	0
Chr2	4996000	4997000	rDNA	0	0	0	0	0	0
Chr2	4999000	5000000	rDNA	0	0	1	0	0	0
Chr2	5000000	5001000	rDNA	0	0	1	0	1	0
Chr2	5001000	5002000	rDNA	0	0	1	0	0	0
Chr2	5002000	5003000	rDNA	0	0	1	1	0	0
Chr2	5004000	5005000	rDNA	0	0	0	1	1	0
Chr2	5005000	5006000	rDNA	0	0	0	0	0	0
Chr2	5006000	5007000	rDNA	0	0	0	0	0	0
Chr2	5007000	5008000	rDNA	0	0	1	0	0	0
Chr2	5008000	5009000	rDNA	0	0	1	0	0	0
Chr2	5009000	5010000	rDNA	0	0	1	0	1	0
Chr2	5010000	5011000	rDNA	0	0	0	0	0	0
Chr2	5011000	5012000	rDNA	0	0	1	0	0	0
Chr2	5013000	5014000	rDNA	0	0	0	0	0	1
Chr2	5014000	5015000	rDNA	0	0	0	0	0	0
Chr2	5015000	5016000	rDNA	0	0	0	0	1	0
Chr2	5016000	5017000	rDNA	0	0	0	0	0	0
Chr2	5017000	5018000	rDNA	0	0	0	0	0	0
Chr2	5018000	5019000	rDNA	0	0	1	0	0	0
Chr2	5020000	5021000	rDNA	0	0	0	1	1	0
Chr2	5021000	5022000	rDNA	0	0	1	0	0	0
Chr2	5022000	5023000	rDNA	0	0	0	0	0	1
Chr2	5023000	5024000	rDNA	0	0	1	0	0	0
Chr2	5024000	5025000	rDNA	0	0	1	0	0	0
Chr2	5025000	5026000	rDNA	0	0	0	0	1	0
Chr2	5028000	5029000	rDNA	0	0	0	0	0	1
Chr2	5029000	5030000	rDNA	0	0	0	0	0	0
Chr2	5030000	5031000	rDNA	0	0	1	0	0	0
Chr2	5031000	5032000	rDNA	0	0	1	0	0	0
Chr2	5033000	5034000	rDNA	0	0	1	0	0	0
Chr2	5038000	5039000	rDNA	0	0	0	0	0	1
Chr2	5041000	5042000	rDNA	0	0	1	0	0	0
Chr2	5042000	5043000	rDNA	0	0	1	0	0	0
Chr2	5043000	5044000	rDNA	0	0	0	0	0	1
Chr2	5046000	5047000	rDNA	0	0	0	0	0	0
Chr2	5048000	5049000	rDNA	0	0	0	0	0	0
Chr2	5051000	5052000	rDNA	0	0	0	1	1	0
Chr2	5052000	5053000	rDNA	0	0	1	0	0	0
Chr2	5053000	5054000	rDNA	0	0	0	0	0	1
Chr2	5058000	5059000	rDNA	0	0	0	0	0	0
Chr2	5059000	5060000	rDNA	0	0	0	0	0	0
Chr2	5061000	5062000	rDNA	0	0	1	0	0	1
Chr2	5065000	5066000	rDNA	0	0	0	0	0	0
Chr2	5066000	5067000	rDNA	0	0	1	0	0	0
Chr2	5067000	5068000	rDNA	0	0	0	0	0	0
Chr2	5068000	5069000	rDNA	0	0	0	0	0	1
Chr2	5069000	5070000	rDNA	0	0	1	0	0	0
Chr2	5070000	5071000	rDNA	0	0	0	0	0	0
Chr2	5073000	5074000	rDNA	0	0	0	0	0	1
Chr2	5075000	5076000	rDNA	0	0	0	0	0	0
Chr2	5076000	5077000	rDNA	0	0	0	0	0	0
Chr2	5077000	5078000	rDNA	0	0	1	0	0	0
Chr2	5078000	5079000	rDNA	0	0	1	0	0	0
Chr2	5079000	5080000	rDNA	0	0	1	0	0	0
Chr2	5080000	5081000	rDNA	0	0	0	0	0	1
Chr2	5083000	5084000	rDNA	0	0	0	0	0	0
Chr2	5085000	5086000	rDNA	0	0	0	0	0	0
Chr2	5086000	5087000	rDNA	0	0	1	0	0	0
Chr2	5090000	5091000	rDNA	0	0	1	1	1	0
Chr2	5091000	5092000	rDNA	0	0	1	0	1	0
Chr2	5092000	5093000	rDNA	0	0	0	0	0	0
Chr2	5093000	5094000	rDNA	0	0	1	1	1	0
Chr2	5094000	5095000	rDNA	0	0	1	0	0	0
Chr2	5095000	5096000	rDNA	0	0	0	1	1	1
Chr2	5096000	5097000	rDNA	0	0	0	0	0	0
Chr2	5098000	5099000	rDNA	0	0	0	0	0	0
Chr2	5100000	5101000	rDNA	0	0	1	0	0	1
Chr2	5101000	5102000	rDNA	0	0	1	0	0	0
Chr2	5102000	5103000	rDNA	0	0	0	1	1	0
Chr2	5103000	5104000	rDNA	0	0	1	0	0	0
Chr2	5108000	5109000	rDNA	0	0	0	0	0	1
Chr2	5110000	5111000	rDNA	0	0	1	0	0	0
Chr2	5111000	5112000	rDNA	0	0	0	1	0	0
Chr2	5112000	5113000	rDNA	0	0	0	0	0	0
Chr2	5113000	5114000	rDNA	0	0	1	1	0	0
Chr2	5114000	5115000	rDNA	0	0	1	0	1	0
Chr2	5115000	5116000	rDNA	0	0	0	0	0	0
Chr2	5118000	5119000	rDNA	0	0	0	0	0	0
Chr2	5120000	5121000	rDNA	0	0	0	1	0	0
Chr2	5121000	5122000	rDNA	0	0	1	0	0	0
Chr2	5122000	5123000	rDNA	0	0	1	0	0	0
Chr2	5123000	5124000	rDNA	0	0	0	0	0	0
Chr2	5124000	5125000	rDNA	0	0	1	1	1	0
Chr2	5125000	5126000	rDNA	0	0	0	0	0	1
Chr2	5126000	5127000	rDNA	0	0	0	1	1	1
Chr2	5128000	5129000	rDNA	0	0	0	0	0	1
Chr2	5131000	5132000	rDNA	0	0	0	1	0	0
Chr2	5132000	5133000	rDNA	0	0	1	0	0	0
Chr2	5133000	5134000	rDNA	0	0	0	0	0	0
Chr2	5134000	5135000	rDNA	0	0	1	0	1	1
Chr2	5135000	5136000	rDNA	0	0	0	1	1	0
Chr2	5136000	5137000	rDNA	0	0	0	1	0	1
Chr2	5137000	5138000	rDNA	0	0	0	0	0	0
Chr2	5138000	5139000	rDNA	0	0	0	0	0	0
Chr2	5141000	5142000	rDNA	0	0	0	0	0	0
Chr2	5142000	5143000	rDNA	0	0	0	0	0	0
Chr2	5143000	5144000	rDNA	0	0	0	0	0	0
Chr2	5148000	5149000	rDNA	0	0	0	0	0	0
Chr2	5150000	5151000	rDNA	0	0	0	0	0	0
Chr2	5151000	5152000	rDNA	0	0	1	0	0	0
Chr2	5152000	5153000	rDNA	0	0	1	1	1	0
Chr2	5153000	5154000	rDNA	0	0	1	1	1	0
Chr2	5154000	5155000	rDNA	0	0	1	0	0	0
Chr2	5155000	5156000	rDNA	0	0	0	0	0	0
Chr2	5156000	5157000	rDNA	0	0	0	0	1	0
Chr2	5158000	5159000	rDNA	0	0	0	0	0	0
Chr2	5159000	5160000	rDNA	0	0	0	0	0	1
Chr2	5161000	5162000	rDNA	0	0	1	0	0	0
Chr2	5165000	5166000	rDNA	0	0	1	0	0	0
Chr2	5166000	5167000	rDNA	0	0	1	0	0	0
Chr2	5167000	5168000	rDNA	0	0	0	1	0	0
Chr2	5168000	5169000	rDNA	0	0	0	1	0	0
Chr2	5169000	5170000	rDNA	0	0	1	0	0	0
Chr2	5170000	5171000	rDNA	0	0	0	0	0	0
Chr2	5171000	5172000	rDNA	0	0	0	0	0	1
Chr2	5173000	5174000	rDNA	0	0	0	0	0	0
Chr2	5175000	5176000	rDNA	0	0	0	0	0	0
Chr2	5176000	5177000	rDNA	0	0	1	0	0	0
Chr2	5180000	5181000	rDNA	0	0	0	0	0	1
Chr2	5181000	5182000	rDNA	0	0	1	0	0	0
Chr2	5182000	5183000	rDNA	0	0	1	0	0	0
Chr2	5183000	5184000	rDNA	0	0	1	0	0	0
Chr2	5184000	5185000	rDNA	0	0	1	0	0	0
Chr2	5185000	5186000	rDNA	0	0	0	1	0	0
Chr2	5186000	5187000	rDNA	0	0	0	0	1	0
Chr2	5188000	5189000	rDNA	0	0	0	0	0	1
Chr2	5190000	5191000	rDNA	0	0	0	0	0	0
Chr2	5191000	5192000	rDNA	0	0	1	0	0	0
Chr2	5192000	5193000	rDNA	0	0	1	0	0	0
Chr2	5193000	5194000	rDNA	0	0	0	0	0	0
Chr2	5194000	5195000	rDNA	0	0	1	0	1	0
Chr2	5195000	5196000	rDNA	0	0	0	1	0	0
Chr2	5196000	5197000	rDNA	0	0	0	0	1	0
Chr2	5197000	5198000	rDNA	0	0	0	0	0	1
Chr2	5198000	5199000	rDNA	0	0	0	0	0	1
Chr2	5200000	5201000	rDNA	0	0	0	0	0	1
Chr2	5201000	5202000	rDNA	0	0	1	0	0	0
Chr2	5203000	5204000	rDNA	0	0	0	0	0	0
Chr2	5205000	5206000	rDNA	0	0	0	1	1	1
Chr2	5208000	5209000	rDNA	0	0	0	0	0	0
Chr2	5209000	5210000	rDNA	0	0	0	0	0	1
Chr2	5211000	5212000	rDNA	0	0	1	0	0	0
Chr2	5212000	5213000	rDNA	0	0	1	0	0	0
Chr2	5213000	5214000	rDNA	0	0	1	0	0	0
Chr2	5214000	5215000	rDNA	0	0	0	0	1	0
Chr2	5215000	5216000	rDNA	0	0	0	1	1	0
Chr2	5216000	5217000	rDNA	0	0	0	1	1	0
Chr2	5218000	5219000	rDNA	0	0	0	0	0	1
Chr2	5219000	5220000	rDNA	0	0	0	0	0	1
Chr2	5221000	5222000	rDNA	0	0	1	0	0	0
Chr2	5222000	5223000	rDNA	0	0	0	0	0	0
Chr2	5223000	5224000	rDNA	0	0	0	0	0	0
Chr2	5224000	5225000	rDNA	0	0	1	0	0	1
Chr2	5225000	5226000	rDNA	0	0	0	0	0	0
Chr2	5226000	5227000	rDNA	0	0	0	0	0	0
Chr2	5228000	5229000	rDNA	0	0	0	0	0	0
Chr2	5229000	5230000	rDNA	0	0	0	0	1	1
Chr2	5231000	5232000	rDNA	0	0	1	0	0	0
Chr2	5232000	5233000	rDNA	0	0	1	1	0	0
Chr2	5235000	5236000	rDNA	0	0	0	0	0	1
Chr2	5236000	5237000	rDNA	0	0	1	0	0	0
Chr2	5237000	5238000	rDNA	0	0	1	0	0	0
Chr2	5238000	5239000	rDNA	0	0	0	1	1	0
Chr2	5239000	5240000	rDNA	0	0	1	0	0	0
Chr2	5240000	5241000	rDNA	0	0	0	1	0	0
Chr2	5241000	5242000	rDNA	0	0	0	0	0	0
Chr2	5243000	5244000	rDNA	0	0	0	0	0	1
Chr2	5246000	5247000	rDNA	0	0	0	1	0	0
Chr2	5247000	5248000	rDNA	0	0	1	0	0	1
Chr2	5248000	5249000	rDNA	0	0	0	1	1	0
Chr2	5249000	5250000	rDNA	0	0	1	0	0	0
Chr2	5250000	5251000	rDNA	0	0	0	0	0	0
Chr2	5251000	5252000	rDNA	0	0	0	0	0	0
Chr2	5252000	5253000	rDNA	0	0	0	1	0	0
Chr2	5253000	5254000	rDNA	0	0	0	0	0	0
Chr2	5254000	5255000	rDNA	0	0	0	0	0	1
Chr2	5256000	5257000	rDNA	0	0	1	0	0	0
Chr2	5260000	5261000	rDNA	0	0	0	0	0	1
Chr2	5261000	5262000	rDNA	0	0	0	1	0	0
Chr2	5263000	5264000	rDNA	0	0	0	0	0	0
Chr2	5264000	5265000	rDNA	0	0	0	0	0	1
Chr2	5266000	5267000	rDNA	0	0	0	0	0	1
Chr2	5267000	5268000	rDNA	0	0	0	1	0	0
Chr2	5268000	5269000	rDNA	0	0	1	0	0	0
Chr2	5269000	5270000	rDNA	0	0	1	0	1	0
Chr2	5270000	5271000	rDNA	0	0	0	0	0	1
Chr2	5273000	5274000	rDNA	0	0	0	0	0	0
Chr2	5274000	5275000	rDNA	0	0	0	0	0	0
Chr2	5276000	5277000	rDNA	0	0	1	0	0	0
Chr2	5280000	5281000	rDNA	0	0	0	0	0	0
Chr2	5281000	5282000	rDNA	0	0	1	0	0	0
Chr2	5285000	5286000	rDNA	0	0	1	0	0	0
Chr2	5286000	5287000	rDNA	0	0	1	0	0	0
Chr2	5287000	5288000	rDNA	0	0	1	0	0	0
Chr2	5288000	5289000	rDNA	0	0	1	0	0	0
Chr2	5289000	5290000	rDNA	0	0	0	0	0	0
Chr2	5290000	5291000	rDNA	0	0	0	0	0	0
Chr2	5292000	5293000	rDNA	0	0	0	0	0	1
Chr2	5293000	5294000	rDNA	0	0	0	0	0	0
Chr2	5295000	5296000	rDNA	0	0	1	0	0	0
Chr2	5296000	5297000	rDNA	0	0	1	0	0	0
Chr2	5297000	5298000	rDNA	0	0	1	0	0	0
Chr2	5298000	5299000	rDNA	0	0	1	0	0	0
Chr2	5303000	5304000	rDNA	0	0	0	0	0	1
Chr2	5305000	5306000	rDNA	0	0	0	1	0	0
Chr2	5306000	5307000	rDNA	0	0	0	0	0	0
Chr2	5307000	5308000	rDNA	0	0	1	0	0	0
Chr2	5308000	5309000	rDNA	0	0	1	0	0	0
Chr2	5311000	5312000	rDNA	0	0	0	1	1	0
Chr2	5313000	5314000	rDNA	0	0	0	0	0	1
Chr2	5315000	5316000	rDNA	0	0	0	0	1	0
Chr2	5316000	5317000	rDNA	0	0	1	1	0	0
Chr2	5317000	5318000	rDNA	0	0	0	1	1	0
Chr2	5318000	5319000	rDNA	0	0	0	1	1	1
Chr2	5320000	5321000	rDNA	0	0	0	0	0	0
Chr2	5321000	5322000	rDNA	0	0	1	0	0	0
Chr2	5323000	5324000	rDNA	0	0	1	0	0	0
Chr2	5324000	5325000	rDNA	0	0	1	0	0	1
Chr2	5325000	5326000	rDNA	0	0	1	1	1	0
Chr2	5326000	5327000	rDNA	0	0	0	0	0	0
Chr2	5327000	5328000	rDNA	0	0	1	1	1	0
Chr2	5328000	5329000	rDNA	0	0	0	1	0	0
Chr2	5331000	5332000	rDNA	0	0	1	0	0	0
Chr2	5332000	5333000	rDNA	0	0	1	0	0	1
Chr2	5333000	5334000	rDNA	0	0	1	0	0	0
Chr2	5334000	5335000	rDNA	0	0	1	0	0	0
Chr2	5335000	5336000	rDNA	0	0	1	0	0	0
Chr2	5336000	5337000	rDNA	0	0	0	0	0	0
Chr2	5337000	5338000	rDNA	0	0	1	0	0	0
Chr2	5338000	5339000	rDNA	0	0	0	0	0	0
Chr2	5339000	5340000	rDNA	0	0	0	1	0	0
Chr2	5341000	5342000	rDNA	0	0	0	0	0	1
Chr2	5342000	5343000	rDNA	0	0	1	0	0	0
Chr2	5343000	5344000	rDNA	0	0	1	0	0	0
