chr,start,end,b,fold,padj,cat
Chr2,5023000,5024000,246,4.7394201360144,8.80044845079836e-83,45S rDNA
Chr2,5024000,5025000,297,7.22961696833223,7.94697135740173e-145,45S rDNA
Chr2,5025000,5026000,269,6.0993634551823,2.10393802938611e-114,45S rDNA
Chr2,5026000,5027000,195,4.39756507245721,7.72389816909e-61,45S rDNA
Chr2,5028000,5029000,658,7.60406924036795,0,45S rDNA
Chr2,5030000,5031000,976,12.684418294821,0,45S rDNA
Chr2,5031000,5032000,1146,18.6121080823736,0,45S rDNA
Chr2,5032000,5033000,135,3.0546186480791,7.67064908030539e-27,45S rDNA
Chr2,5033000,5034000,689,12.495620668111,0,45S rDNA
Chr2,5034000,5035000,231,4.93429232438089,5.49168997483806e-81,45S rDNA
Chr2,5035000,5036000,139,3.06746843845968,8.69986368335455e-28,45S rDNA
Chr2,5037000,5038000,159,3.55864874804001,7.76253614362369e-39,45S rDNA
Chr2,5038000,5039000,647,7.31811716737304,1.11253693032878e-308,45S rDNA
Chr2,5040000,5041000,214,3.23479341155763,9.35547467340923e-46,45S rDNA
Chr2,5041000,5042000,1939,29.5855207415408,0,45S rDNA
Chr2,5042000,5043000,442,7.47565010078636,1.20613680866767e-220,45S rDNA
Chr2,5043000,5044000,635,14.5115290492547,0,45S rDNA
Chr2,5044000,5045000,231,4.63695340755601,4.64303488026761e-76,45S rDNA
Chr2,5045000,5046000,225,5.90256738478758,3.72938108731872e-93,45S rDNA
Chr2,5046000,5047000,640,14.0623673468006,0,45S rDNA
Chr2,5047000,5048000,190,4.43053684542088,8.94339116212419e-60,45S rDNA
Chr2,5048000,5049000,515,7.56171719625418,3.73474842960256e-259,45S rDNA
Chr2,5051000,5052000,1822,34.7629836358824,0,45S rDNA
Chr2,5052000,5053000,311,5.59892201972093,1.46191164052294e-122,45S rDNA
Chr2,5053000,5054000,668,15.9540608659577,0,45S rDNA
Chr2,5054000,5055000,218,4.423904436154,2.33567284205743e-68,45S rDNA
Chr2,5057000,5058000,145,3.89184682758542,1.32942082185304e-39,45S rDNA
Chr2,5058000,5059000,619,8.86762209187739,0,45S rDNA
Chr2,5061000,5062000,1842,33.1540076120494,0,45S rDNA
Chr2,5065000,5066000,1592,29.1923002793488,0,45S rDNA
Chr2,5066000,5067000,703,11.3282343946825,0,45S rDNA
Chr2,5067000,5068000,402,8.31159676628987,6.76078792044222e-217,45S rDNA
Chr2,5068000,5069000,833,16.2431323729776,0,45S rDNA
Chr2,5069000,5070000,589,15.0081404693546,0,45S rDNA
Chr2,5070000,5071000,946,25.2892325485782,0,45S rDNA
Chr2,5071000,5072000,223,4.6161442443525,4.11520941629311e-73,45S rDNA
Chr2,5072000,5073000,139,3.06307910552627,9.94944236033772e-28,45S rDNA
Chr2,5073000,5074000,655,7.16139422278999,1.112536955577e-308,45S rDNA
Chr2,5075000,5076000,273,4.11049054285221,9.7920755381273e-79,45S rDNA
Chr2,5076000,5077000,1751,30.514767366047,0,45S rDNA
Chr2,5077000,5078000,386,8.06028265825037,8.74208673518903e-204,45S rDNA
Chr2,5078000,5079000,722,13.1987236020793,0,45S rDNA
Chr2,5079000,5080000,705,16.7926696082435,0,45S rDNA
Chr2,5080000,5081000,442,10.9246012645689,2.75048921813367e-285,45S rDNA
Chr2,5081000,5082000,186,4.45772026226835,6.4689472147184e-59,45S rDNA
Chr2,5083000,5084000,668,7.38458946487521,0,45S rDNA
Chr2,5085000,5086000,241,5.22087047546564,3.34990729822384e-89,45S rDNA
Chr2,5086000,5087000,1848,28.9120648991583,0,45S rDNA
Chr2,5088000,5089000,189,3.84436597586847,1.20377440886928e-50,45S rDNA
Chr2,5090000,5091000,1460,26.0222456762388,0,45S rDNA
Chr2,5091000,5092000,602,9.74463011506319,0,45S rDNA
Chr2,5092000,5093000,906,20.2368608503045,0,45S rDNA
Chr2,5093000,5094000,385,7.55405086657518,8.19618791828479e-194,45S rDNA
Chr2,5094000,5095000,722,16.3587394214771,0,45S rDNA
Chr2,5095000,5096000,988,21.3399013107214,0,45S rDNA
Chr2,5096000,5097000,564,12.0563675666894,0,45S rDNA
Chr2,5098000,5099000,622,7.21594857974232,6.81885636725359e-302,45S rDNA
Chr2,5100000,5101000,1726,22.6500129968051,0,45S rDNA
Chr2,5101000,5102000,706,11.1870347086281,0,45S rDNA
Chr2,5102000,5103000,387,8.15731332436839,4.51388900101317e-206,45S rDNA
Chr2,5103000,5104000,778,14.9078418630555,0,45S rDNA
Chr2,5104000,5105000,175,4.01827555375928,1.86185548859373e-49,45S rDNA
Chr2,5107000,5108000,145,3.05539264150718,8.65330010769161e-29,45S rDNA
Chr2,5108000,5109000,639,6.87310256871532,1.53909017820417e-298,45S rDNA
Chr2,5110000,5111000,405,5.22686848635691,1.70112810631402e-149,45S rDNA
Chr2,5111000,5112000,1424,28.0473809512353,0,45S rDNA
Chr2,5112000,5113000,455,10.4152636449109,4.11981251421077e-285,45S rDNA
Chr2,5113000,5114000,623,12.31251990222,0,45S rDNA
Chr2,5114000,5115000,264,6.28084608237126,4.14952881558638e-115,45S rDNA
Chr2,5115000,5116000,268,5.69425605292189,2.40502134952588e-107,45S rDNA
Chr2,5116000,5117000,196,4.12548871362188,5.45382175716216e-57,45S rDNA
Chr2,5118000,5119000,680,7.08145017219679,0,45S rDNA
Chr2,5120000,5121000,665,10.9077308838035,0,45S rDNA
Chr2,5121000,5122000,1608,26.4338601594563,0,45S rDNA
Chr2,5122000,5123000,362,7.92315652486732,8.24617350493312e-189,45S rDNA
Chr2,5123000,5124000,804,17.105460465034,0,45S rDNA
Chr2,5124000,5125000,560,11.9294639891814,0,45S rDNA
Chr2,5125000,5126000,1016,22.3743482980523,0,45S rDNA
Chr2,5126000,5127000,244,6.29744494078155,1.10176984956903e-106,45S rDNA
Chr2,5127000,5128000,134,3.59154747028961,3.14136331538205e-33,45S rDNA
Chr2,5128000,5129000,638,7.33189002598144,1.11254658993626e-308,45S rDNA
Chr2,5131000,5132000,1884,33.838470314592,0,45S rDNA
Chr2,5132000,5133000,362,6.3539464082905,4.73359425648315e-159,45S rDNA
Chr2,5133000,5134000,884,18.2876301199707,0,45S rDNA
Chr2,5134000,5135000,590,12.5678737709842,0,45S rDNA
Chr2,5135000,5136000,244,6.04196418127922,5.1958460567391e-103,45S rDNA
Chr2,5136000,5137000,454,9.59481620072998,6.03314879503363e-270,45S rDNA
Chr2,5137000,5138000,356,7.01944166245215,1.66703267338517e-169,45S rDNA
Chr2,5138000,5139000,658,8.36824390294335,0,45S rDNA
Chr2,5140000,5141000,229,3.42391716747638,7.36799486180392e-53,45S rDNA
Chr2,5141000,5142000,1770,31.324418555561,0,45S rDNA
Chr2,5142000,5143000,317,7.01104994847107,6.81568904081093e-151,45S rDNA
Chr2,5143000,5144000,621,12.9728619681471,0,45S rDNA
Chr2,5144000,5145000,161,3.53136313217957,6.27116425355255e-39,45S rDNA
Chr2,5148000,5149000,644,6.91388180801566,2.78267527586201e-302,45S rDNA
Chr2,5150000,5151000,252,3.90003835471917,1.97736666805648e-68,45S rDNA
Chr2,5151000,5152000,1917,31.723191794883,0,45S rDNA
Chr2,5152000,5153000,351,7.58742008047616,2.32355601813021e-177,45S rDNA
Chr2,5153000,5154000,749,15.7074608168242,0,45S rDNA
Chr2,5154000,5155000,480,10.4869258536891,5.05286350864558e-302,45S rDNA
Chr2,5155000,5156000,1040,27.5137162379395,0,45S rDNA
Chr2,5156000,5157000,388,10.374405866274,1.16544696016245e-242,45S rDNA
Chr2,5157000,5158000,144,3.45610304118973,6.20834664567239e-34,45S rDNA
Chr2,5158000,5159000,580,7.19883087091375,4.73353959175943e-281,45S rDNA
Chr2,5161000,5162000,1855,32.4770137528822,0,45S rDNA
Chr2,5162000,5163000,190,3.13615088518105,5.89413026546396e-39,45S rDNA
Chr2,5163000,5164000,209,5.06257852329063,3.27054032499126e-75,45S rDNA
Chr2,5165000,5166000,1648,20.2450048908979,0,45S rDNA
Chr2,5166000,5167000,674,10.2511682004212,0,45S rDNA
Chr2,5167000,5168000,438,10.0525578777377,2.03908085836967e-268,45S rDNA
Chr2,5168000,5169000,807,17.3202175045665,0,45S rDNA
Chr2,5169000,5170000,604,16.405099606682,0,45S rDNA
Chr2,5170000,5171000,937,19.7555942116184,0,45S rDNA
Chr2,5171000,5172000,247,5.34073726236843,2.24905971996488e-93,45S rDNA
Chr2,5172000,5173000,168,3.66522429805461,1.50337429623052e-42,45S rDNA
Chr2,5173000,5174000,557,6.49177683968565,1.28470292083813e-248,45S rDNA
Chr2,5175000,5176000,278,4.5756687916646,4.07807508335697e-90,45S rDNA
Chr2,5176000,5177000,1784,31.9106823742722,0,45S rDNA
Chr2,5178000,5179000,205,4.83124233307766,1.80856925018939e-70,45S rDNA
Chr2,5180000,5181000,801,16.2754264761334,0,45S rDNA
Chr2,5181000,5182000,638,11.2333543944965,0,45S rDNA
Chr2,5182000,5183000,825,17.380471884916,0,45S rDNA
Chr2,5183000,5184000,452,9.53292493355428,1.26593069269874e-267,45S rDNA
Chr2,5184000,5185000,688,16.8128110572355,0,45S rDNA
Chr2,5185000,5186000,928,20.344659123581,0,45S rDNA
Chr2,5186000,5187000,613,14.9745356501413,0,45S rDNA
Chr2,5188000,5189000,629,6.70966743514186,2.79343637953148e-288,45S rDNA
Chr2,5190000,5191000,1628,31.4785402095278,0,45S rDNA
Chr2,5191000,5192000,736,10.3402560766617,0,45S rDNA
Chr2,5192000,5193000,380,7.07460344750285,5.5830092770374e-182,45S rDNA
Chr2,5193000,5194000,831,16.4038489583524,0,45S rDNA
Chr2,5194000,5195000,596,14.8546994646558,0,45S rDNA
Chr2,5195000,5196000,941,21.0904061250405,0,45S rDNA
Chr2,5196000,5197000,405,9.89405703411977,9.54549843887161e-246,45S rDNA
Chr2,5197000,5198000,320,8.42900204462692,1.51675030985341e-174,45S rDNA
Chr2,5198000,5199000,648,7.55413141359527,0,45S rDNA
Chr2,5200000,5201000,251,4.19174959857955,4.48191721917792e-74,45S rDNA
Chr2,5201000,5202000,1861,30.1047078278492,0,45S rDNA
Chr2,5203000,5204000,310,8.28274527578154,4.78288951697313e-167,45S rDNA
Chr2,5204000,5205000,185,4.02273968089313,2.63256696923719e-52,45S rDNA
Chr2,5205000,5206000,338,7.64267737519171,9.53720703088369e-172,45S rDNA
Chr2,5206000,5207000,197,4.98071451265897,8.00119405306821e-70,45S rDNA
Chr2,5207000,5208000,162,3.568348438535,1.08024180232079e-39,45S rDNA
Chr2,5208000,5209000,566,8.11300310614882,8.37346193816751e-300,45S rDNA
Chr2,5211000,5212000,1939,32.6746868944706,0,45S rDNA
Chr2,5212000,5213000,455,6.51540632561267,7.31557817850085e-204,45S rDNA
Chr2,5213000,5214000,787,18.3421361472741,0,45S rDNA
Chr2,5214000,5215000,357,7.53408558357492,1.98380196735988e-179,45S rDNA
Chr2,5215000,5216000,738,19.0226667993023,0,45S rDNA
Chr2,5216000,5217000,551,13.814813381396,0,45S rDNA
Chr2,5218000,5219000,367,5.08858803084281,4.16217387236638e-132,45S rDNA
Chr2,5219000,5220000,362,3.94948843231397,2.04642889955952e-99,45S rDNA
Chr2,5221000,5222000,1734,25.5689927104856,0,45S rDNA
Chr2,5222000,5223000,598,9.51108459881623,0,45S rDNA
Chr2,5223000,5224000,630,14.2428141145749,0,45S rDNA
Chr2,5224000,5225000,297,6.44482817646309,3.44532342415939e-132,45S rDNA
Chr2,5225000,5226000,277,7.02418560842771,3.76431095849188e-132,45S rDNA
Chr2,5226000,5227000,273,6.84558335458848,1.20631217462907e-127,45S rDNA
Chr2,5227000,5228000,189,4.70858289167314,2.31173996964163e-63,45S rDNA
Chr2,5228000,5229000,449,6.35269851767754,5.04002979563609e-197,45S rDNA
Chr2,5229000,5230000,323,3.66198918066731,5.51698850109352e-81,45S rDNA
Chr2,5231000,5232000,1809,34.2343663574942,0,45S rDNA
Chr2,5232000,5233000,336,4.92371991964546,3.51148362064134e-117,45S rDNA
Chr2,5233000,5234000,196,4.53322387934548,3.76320641862463e-63,45S rDNA
Chr2,5235000,5236000,305,5.48326153978566,5.97985461604168e-118,45S rDNA
Chr2,5236000,5237000,1885,34.2248865306739,0,45S rDNA
Chr2,5237000,5238000,401,7.76787513489204,4.69493226665224e-206,45S rDNA
Chr2,5238000,5239000,852,18.9893768418589,0,45S rDNA
Chr2,5239000,5240000,465,9.08366253862971,1.32399400332471e-266,45S rDNA
Chr2,5240000,5241000,1006,21.0617705295516,0,45S rDNA
Chr2,5241000,5242000,353,7.91037553314094,6.37339434391278e-184,45S rDNA
Chr2,5242000,5243000,155,3.93025206455773,8.93992340365653e-43,45S rDNA
Chr2,5243000,5244000,618,7.63497789355822,1.11256052781758e-308,45S rDNA
Chr2,5246000,5247000,1943,37.449930251782,0,45S rDNA
Chr2,5247000,5248000,411,8.49416839143853,3.8053945739123e-225,45S rDNA
Chr2,5248000,5249000,862,18.9923619843453,0,45S rDNA
Chr2,5249000,5250000,584,13.2177886861501,0,45S rDNA
Chr2,5250000,5251000,1025,22.0002163599543,0,45S rDNA
Chr2,5251000,5252000,501,10.6172527158535,1.11253692988007e-308,45S rDNA
Chr2,5252000,5253000,394,8.50453646759893,4.71563762764267e-216,45S rDNA
Chr2,5253000,5254000,637,7.54629747470322,1.1125369292574e-308,45S rDNA
Chr2,5254000,5255000,242,3.15668989235675,7.10999582194993e-50,45S rDNA
Chr2,5256000,5257000,1876,34.411003125255,0,45S rDNA
Chr2,5258000,5259000,182,4.46255460322796,9.86937350056403e-58,45S rDNA
Chr2,5259000,5260000,179,3.55782104033056,1.2951729985961e-43,45S rDNA
Chr2,5260000,5261000,269,6.35786903105272,1.80110652324709e-118,45S rDNA
Chr2,5261000,5262000,296,6.87269153808905,9.21044556714019e-139,45S rDNA
Chr2,5262000,5263000,180,4.15428605655716,8.21307016220563e-53,45S rDNA
Chr2,5263000,5264000,497,6.85925675797361,4.98429380622229e-232,45S rDNA
Chr2,5264000,5265000,328,3.50771858610569,8.30352160188846e-78,45S rDNA
Chr2,5266000,5267000,1776,36.3371177029164,0,45S rDNA
Chr2,5267000,5268000,364,6.58475798958278,1.09623671278373e-164,45S rDNA
Chr2,5268000,5269000,655,13.9198863768916,0,45S rDNA
Chr2,5269000,5270000,266,5.46640563753904,1.10711327750215e-102,45S rDNA
Chr2,5270000,5271000,316,7.34259774427629,7.19148117139212e-156,45S rDNA
Chr2,5271000,5272000,243,5.72611563521268,6.8196196312307e-98,45S rDNA
Chr2,5272000,5273000,163,3.80692031342979,2.85256817702195e-43,45S rDNA
Chr2,5273000,5274000,529,7.54322233156581,1.09079186949096e-265,45S rDNA
Chr2,5276000,5277000,1963,35.8458945503508,0,45S rDNA
Chr2,5277000,5278000,231,3.88856090223324,1.41762642039925e-62,45S rDNA
Chr2,5278000,5279000,197,4.72078375348495,3.47014766328865e-66,45S rDNA
Chr2,5280000,5281000,888,15.3357212302367,0,45S rDNA
Chr2,5281000,5282000,1075,16.9036378056278,0,45S rDNA
Chr2,5285000,5286000,1902,38.1661967326211,0,45S rDNA
Chr2,5286000,5287000,469,9.13195131323175,7.50840004655909e-270,45S rDNA
Chr2,5287000,5288000,830,20.0564434721466,0,45S rDNA
Chr2,5288000,5289000,254,5.12510583495246,2.52764919160721e-92,45S rDNA
Chr2,5289000,5290000,245,5.23809081316938,5.95342691904359e-91,45S rDNA
Chr2,5290000,5291000,843,17.3551606521793,0,45S rDNA
Chr2,5291000,5292000,190,4.1506218654985,1.19531594840225e-55,45S rDNA
Chr2,5292000,5293000,333,5.71981087345626,1.04039261782904e-133,45S rDNA
Chr2,5293000,5294000,451,5.40002320282817,1.52015638288304e-171,45S rDNA
Chr2,5295000,5296000,1757,22.5115906252217,0,45S rDNA
Chr2,5296000,5297000,643,9.35230963616553,0,45S rDNA
Chr2,5297000,5298000,552,11.8074135177437,0,45S rDNA
Chr2,5298000,5299000,546,10.9981160082573,0,45S rDNA
Chr2,5299000,5300000,125,3.50813010576127,3.96477902207705e-30,45S rDNA
Chr2,5303000,5304000,671,8.12136636935596,0,45S rDNA
Chr2,5305000,5306000,895,17.8253842164393,0,45S rDNA
Chr2,5306000,5307000,1056,17.5097961845798,0,45S rDNA
Chr2,5307000,5308000,632,14.5643331602151,0,45S rDNA
Chr2,5308000,5309000,392,7.5602496796136,1.92524252199686e-197,45S rDNA
Chr2,5309000,5310000,133,3.31860931768588,9.64847543671329e-30,45S rDNA
Chr2,5311000,5312000,234,5.26521615250201,2.50083306798314e-87,45S rDNA
Chr2,5313000,5314000,635,5.57127989289374,3.43613273097122e-248,45S rDNA
Chr2,5315000,5316000,666,15.6111124307621,0,45S rDNA
Chr2,5316000,5317000,319,6.47777949805369,1.61781627107145e-142,45S rDNA
Chr2,5317000,5318000,283,7.12713468668347,1.57409501525011e-136,45S rDNA
Chr2,5318000,5319000,273,6.59528629214848,6.85377051440222e-124,45S rDNA
Chr2,5319000,5320000,184,4.00817825723382,8.2461069111417e-52,45S rDNA
Chr2,5320000,5321000,371,5.7313114281293,3.87453319111111e-149,45S rDNA
Chr2,5321000,5322000,702,4.37899896090171,8.0117038162189e-216,45S rDNA
Chr2,5323000,5324000,1800,25.0504705415906,0,45S rDNA
Chr2,5324000,5325000,672,10.0026559914046,0,45S rDNA
Chr2,5325000,5326000,676,13.6276841163926,0,45S rDNA
Chr2,5326000,5327000,559,11.5648342049655,0,45S rDNA
Chr2,5327000,5328000,693,16.4452041048752,0,45S rDNA
Chr2,5328000,5329000,807,15.81934680139,0,45S rDNA
Chr2,5331000,5332000,726,6.65597973181637,0,45S rDNA
Chr2,5333000,5334000,1003,10.651526351698,0,45S rDNA
Chr2,5334000,5335000,1294,17.8990118302419,0,45S rDNA
Chr2,5335000,5336000,342,6.49396057812394,4.81600437172803e-153,45S rDNA
Chr2,5336000,5337000,775,15.6518234518892,0,45S rDNA
Chr2,5337000,5338000,347,8.31927228307618,1.84112329337432e-187,45S rDNA
Chr2,5338000,5339000,589,14.816731754441,0,45S rDNA
Chr2,5339000,5340000,467,12.5226787389362,0,45S rDNA
Chr2,5340000,5341000,150,3.54047339440434,1.93573984664214e-36,45S rDNA
Chr2,5341000,5342000,636,7.16939483135537,3.96587270311672e-307,45S rDNA
Chr2,5344000,5345000,1769,29.3334395942277,0,45S rDNA
Chr2,5345000,5346000,312,7.72435717420172,7.41003555800089e-160,45S rDNA
Chr2,5346000,5347000,714,13.6716757474216,0,45S rDNA
Chr2,5347000,5348000,547,11.8198032352881,0,45S rDNA
Chr2,5348000,5349000,725,17.2382930445129,0,45S rDNA
Chr2,5349000,5350000,198,4.38228841273182,1.56604221223655e-61,45S rDNA
Chr2,5350000,5351000,155,3.73983792415975,2.6417789001998e-40,45S rDNA
Chr2,5351000,5352000,667,6.32701017459973,2.95526990445584e-291,45S rDNA
Chr2,5352000,5353000,792,6.12413423002057,0,45S rDNA
Chr2,5353000,5354000,730,15.9314805994633,0,45S rDNA
Chr2,5354000,5355000,664,12.3630883360509,0,45S rDNA
Chr2,5355000,5356000,777,19.7157072010556,0,45S rDNA
Chr2,5356000,5357000,570,14.2084445320405,0,45S rDNA
Chr2,5357000,5358000,176,3.83599657308832,4.32128167241446e-47,45S rDNA
Chr2,5359000,5360000,718,7.36719440600002,0,45S rDNA
Chr2,5360000,5361000,463,4.55798744077867,6.55394730836192e-149,45S rDNA
Chr2,5361000,5362000,719,15.113945361355,0,45S rDNA
Chr2,5362000,5363000,441,8.34608576585835,1.49813232178422e-238,45S rDNA
Chr2,5363000,5364000,537,13.4570606191249,0,45S rDNA
Chr2,5364000,5365000,550,11.5735844945944,0,45S rDNA
Chr2,5365000,5366000,746,15.9861566798165,0,45S rDNA
Chr2,5366000,5367000,245,3.76868861886424,7.38275451569836e-64,45S rDNA
Chr2,5367000,5368000,1099,6.34883247375645,0,45S rDNA
Chr2,5369000,5370000,1842,27.2851190609911,0,45S rDNA
Chr2,5370000,5371000,667,10.7876328505081,0,45S rDNA
Chr2,5371000,5372000,468,10.7868433610147,1.11264196821603e-299,45S rDNA
Chr2,5372000,5373000,775,14.236502810348,0,45S rDNA
Chr2,5373000,5374000,593,17.5413368119417,0,45S rDNA
Chr2,5374000,5375000,971,24.6133339805257,0,45S rDNA
Chr2,5375000,5376000,137,3.34076367064007,6.82864407300231e-31,45S rDNA
Chr2,5377000,5378000,604,3.16935508409065,6.07974270983238e-124,45S rDNA
Chr2,5378000,5379000,7324,112.834106967663,0,45S rDNA
Chr2,5379000,5380000,196,4.04991081634993,8.40949098782923e-56,45S rDNA
Chr2,5380000,5381000,303,5.58368893310953,3.88981098311799e-119,45S rDNA
Chr2,5381000,5382000,753,18.4609456971975,0,45S rDNA
Chr2,5383000,5384000,408,5.97705278071406,4.43751928835717e-170,45S rDNA
Chr2,5386000,5387000,275,4.91677083641756,6.35625916973765e-96,45S rDNA
Chr2,5391000,5392000,149,3.7496189255813,6.75635449213277e-39,45S rDNA
Chr2,5392000,5393000,637,7.88040871122456,0,45S rDNA
Chr2,5393000,5394000,497,4.54028649469155,4.0204582620991e-159,45S rDNA
Chr2,5394000,5395000,543,5.94106837356225,7.11962887548354e-225,45S rDNA
Chr2,5395000,5396000,1903,26.4508172853984,0,45S rDNA
Chr2,5396000,5397000,523,7.44758729084077,3.56118126600732e-260,45S rDNA
Chr2,5398000,5399000,186,3.31856039665436,2.64611881149267e-41,45S rDNA
Chr2,5400000,5401000,475,10.0471141274065,6.48029216672854e-291,45S rDNA
Chr2,5401000,5402000,667,13.9724508988191,0,45S rDNA
Chr2,5402000,5403000,244,6.02371051305783,9.61282233789879e-103,45S rDNA
Chr2,5403000,5404000,660,7.73455670429862,0,45S rDNA
Chr2,5404000,5405000,471,3.74031166935999,7.31481572975217e-121,45S rDNA
Chr2,5405000,5406000,681,6.61463458769487,2.04506456387296e-308,45S rDNA
Chr2,5406000,5407000,2175,32.4192593756762,0,45S rDNA
Chr2,5407000,5408000,433,8.64755873341592,4.0370968463351e-240,45S rDNA
Chr2,5408000,5409000,821,18.6186923931643,0,45S rDNA
Chr2,5411000,5412000,251,5.53574157948461,4.63528583375333e-98,45S rDNA
Chr2,5412000,5413000,554,11.5437022020268,0,45S rDNA
Chr2,5413000,5414000,660,8.80448438833153,0,Arm
Chr2,5420000,5421000,229,4.5133147147577,2.61130131440187e-73,Arm
Chr2,5424000,5425000,263,5.12464040238246,1.47354489519396e-95,Arm
Chr2,5426000,5427000,214,4.38316244712005,1.87571463144528e-66,Arm
Chr2,5427000,5428000,392,6.79120559010288,9.48615076530857e-182,Arm
Chr2,5430000,5431000,378,7.09144396148346,2.31756951457936e-181,Pericentromere
Chr2,5447000,5448000,262,3.84242296135104,7.38711442302393e-70,Pericentromere
Chr2,5448000,5449000,375,8.14889160190427,1.46632017837834e-199,Pericentromere
Chr2,5451000,5452000,257,5.02680924244298,1.13859345118253e-91,Pericentromere
Chr2,5474000,5475000,227,4.46883789121959,6.43130916620385e-72,Pericentromere
Chr2,7049000,7050000,464,6.91842657021457,3.68809639985209e-218,Pericentromere
Chr2,8729000,8730000,1053,4.92506946140524,0,Pericentromere
Chr2,8859000,8860000,1749,8.16722047823564,0,Pericentromere
Chr2,8908000,8909000,446,5.21158455136348,4.45244726990476e-164,Pericentromere
Chr2,8963000,8964000,1212,4.56253593842292,0,Pericentromere
Chr2,9043000,9044000,1270,8.06830515888654,0,Pericentromere
Chr2,9130000,9131000,1865,8.210953135992,0,Pericentromere
Chr2,9172000,9173000,1655,5.93634733786187,0,Pericentromere
Chr2,9227000,9228000,2390,6.53120631185277,0,Pericentromere
Chr2,10621000,10622000,304,4.27097533601246,1.96778792756813e-91,Centromere
Chr2,10622000,10623000,487,6.46862556592532,7.5290987580103e-217,Centromere
Chr2,10625000,10626000,80,4.33044680547431,5.81139287720852e-25,Centromere
Chr2,10657000,10658000,21,3.17421015204776,7.44886087504987e-05,Centromere
Chr2,11106000,11107000,618,8.37931778572422,0,Centromere
Chr2,11123000,11124000,52,3.65473139600856,1.46033184945167e-13,Centromere
Chr2,12255000,12256000,234,4.02848574399232,4.63720325135583e-66,Pericentromere
Chr2,12258000,12259000,383,6.05738073858267,1.45181133474037e-161,Pericentromere
Chr2,12580000,12581000,421,9.54854751292861,1.34926859974026e-249,Pericentromere
Chr2,13294000,13295000,320,7.18616153002657,2.96729409645178e-155,Pericentromere
Chr2,13295000,13296000,301,4.47603005508065,2.90609976231856e-95,Pericentromere
Chr2,13299000,13300000,241,5.56148631191467,1.38726833088743e-94,Pericentromere
Chr2,13300000,13301000,358,6.79551577296474,3.79385672821164e-166,Pericentromere
Chr2,13882000,13883000,330,6.30497205983134,3.88992049331836e-144,Pericentromere
Chr2,14339000,14340000,489,7.62065642627646,1.51092715786608e-247,Pericentromere
Chr3,11067000,11068000,329,7.49035625860774,1.05075018761067e-164,Pericentromere
Chr3,11336000,11337000,284,5.4263560947381,7.79890765500535e-109,Pericentromere
Chr3,12265000,12266000,425,7.05082550421572,6.83289323587839e-203,Pericentromere
Chr3,12487000,12488000,319,7.95719263285713,5.24411904144836e-167,Pericentromere
Chr3,12626000,12627000,339,10.0160075928015,1.84609833200968e-207,Pericentromere
Chr3,12863000,12864000,426,8.24617246710165,1.64649919461999e-228,Pericentromere
Chr3,12974000,12975000,339,7.15120040554481,8.39391119370322e-164,Pericentromere
Chr3,13487000,13488000,302,5.7103319418612,3.64958693310997e-121,Pericentromere
Chr3,16026000,16027000,297,6.36684706671469,7.23589510195834e-131,Pericentromere
Chr3,16682000,16683000,610,9.82448019099041,0,Pericentromere
Chr3,16693000,16694000,401,7.09540762023149,2.00594886844295e-192,Pericentromere
Chr3,17700000,17701000,259,4.58707625077639,3.13860666860834e-84,Pericentromere
Chr3,18186000,18187000,308,4.93258190654187,1.12164394933677e-107,Pericentromere
Chr3,19015000,19016000,247,6.08164879009584,7.47192541619711e-105,Pericentromere
Chr4,0,1000,233,4.78922574414898,2.76245029592811e-79,Arm
Chr4,4000,5000,186,5.50851571166548,1.52237803851279e-72,45S rDNA
Chr4,5000,6000,105,3.16894651872109,3.65040040645327e-22,45S rDNA
Chr4,6000,7000,616,9.19096831326276,0,45S rDNA
Chr4,7000,8000,367,5.79723233212398,4.80543299943998e-149,45S rDNA
Chr4,9000,10000,957,26.9697753679524,0,45S rDNA
Chr4,10000,11000,230,6.15512001622568,1.07843213466525e-98,45S rDNA
Chr4,13000,14000,91,3.32634273647583,1.26731359608925e-20,45S rDNA
Chr4,14000,15000,478,15.726629601073,0,45S rDNA
Chr4,15000,16000,143,3.39084230122095,7.28515736012418e-33,45S rDNA
Chr4,16000,17000,384,11.6631352572592,6.76030382366584e-258,45S rDNA
Chr4,17000,18000,392,7.18772466906891,5.14246796120116e-190,45S rDNA
Chr4,19000,20000,402,11.1857111171626,2.70288246447739e-263,45S rDNA
Chr4,20000,21000,135,3.14563149420436,5.21621308962298e-28,45S rDNA
Chr4,21000,22000,631,6.85760890049635,2.76540859398664e-294,45S rDNA
Chr4,22000,23000,263,3.79920036180667,3.61382677788104e-69,45S rDNA
Chr4,23000,24000,285,6.25905672768116,7.75454981532603e-124,45S rDNA
Chr4,24000,25000,1288,36.2697989889236,0,45S rDNA
Chr4,26000,27000,258,6.61316278982148,2.18424084296929e-117,45S rDNA
Chr4,27000,28000,200,5.57976501882899,7.35844887027719e-79,45S rDNA
Chr4,28000,29000,425,11.9898311522755,5.29177505431878e-290,45S rDNA
Chr4,29000,30000,357,10.4897780712678,6.86055716048756e-225,45S rDNA
Chr4,30000,31000,535,11.8633276123872,0,45S rDNA
Chr4,31000,32000,518,14.1769815280318,0,45S rDNA
Chr4,32000,33000,208,3.52823635044452,5.14992650820032e-50,45S rDNA
Chr4,34000,35000,1829,50.7616831043797,0,45S rDNA
